time,close,high,low,open,volumefrom,volumeto
1519149600,932,932.82,932,932.82,16.38,15272.54
1519149660,932,932.39,932,932,21.22,19780.95
1519149720,932.17,932.17,932,932,20.94,19520.08
1519149780,932.11,932.24,932.01,932.17,1.84,1713.38
1519149840,932.02,932.29,932,932.11,6.09,5675.68
1519149900,931.13,932.15,931.13,932.02,15.82,14739.76
1519149960,931.26,931.43,931.12,931.13,5.59,5206.75
1519150020,931,931.43,931,931.26,28.35,26396.05
1519150080,930.02,931.13,930.02,931,20.16,18760.21
1519150140,930.03,930.21,930.02,930.02,3.39,3151.49
1519150200,930.05,930.28,930.02,930.03,4.9,4558.45
1519150260,930.05,930.23,930.05,930.05,2.11,1966.91
1519150320,930.14,930.25,930.05,930.05,4.1,3813.54
1519150380,930,930.28,930,930.14,56.37,52421.27
1519150440,928.01,930,928.01,930,34.34,31895.66
1519150500,927.7,928.26,927.25,928.01,6.11,5670.42
1519150560,929.7,929.8,927.25,927.7,6.64,6161
1519150620,928.33,929.8,927.69,929.7,4.33,4019.38
1519150680,927.59,928.33,927.29,928.33,5.65,5242.13
1519150740,927.55,927.96,927.5,927.59,9.01,8358.6
1519150800,927.47,927.65,927.47,927.55,69.16,64147.31
1519150860,927.5,927.5,927.25,927.47,18.58,17227.62
1519150920,926.41,927.5,926.12,927.5,37.3,34567
1519150980,927.08,927.5,926.14,926.41,9.76,9046.38
1519151040,927.43,927.5,926.73,927.08,36.36,33716.69
1519151100,928.43,929.8,926.8,927.43,63.45,58877.43
1519151160,927.78,928.82,927.56,928.43,3.9,3618.12
1519151220,927.49,929.73,927,927.78,24.12,22388.51
1519151280,927.13,929.41,926.29,927.49,6.93,6427.64
1519151340,927.72,928.08,927.13,927.13,14.41,13374.62
1519151400,928.06,928.12,927.72,927.72,19.95,18511.05
1519151460,928.11,929.4,927.78,928.06,16.32,15150.05
1519151520,927.9,929.4,927.85,928.11,16.22,15054.34
1519151580,928.44,929.4,927.9,927.9,10.27,9538.23
1519151640,928,928.91,928,928.44,2.19,2028.91
1519151700,928.14,928.28,927.99,928,5.22,4841.87
1519151760,926.95,928.24,926.7,928.14,7.61,7059.18
1519151820,927.95,928.4,926.87,926.95,5.29,4904.21
1519151880,927.16,928.4,926.81,927.95,6.69,6205.64
1519151940,926.53,927.16,926.1,927.16,10.56,9787.96
1519152000,926.49,927.98,926.49,926.53,10.85,10058.57
1519152060,927.17,928,926.47,926.49,7.86,7287.11
1519152120,928,928,926.66,927.17,6.58,6101.84
1519152180,927.8,928.54,927.78,928,7.33,6798.64
1519152240,927.78,927.85,927.69,927.8,2.12,1966.33
1519152300,928.37,928.59,927.64,927.78,2.7,2504.23
1519152360,928.06,928.37,927,928.37,9.57,8884.68
1519152420,927.93,928.06,927.88,928.06,2.85,2641.96
1519152480,927.23,927.93,927.23,927.93,1.68,1553.57
1519152540,927.28,929.01,927.07,927.23,3.18,2950.45
1519152600,927.4,928.18,927.24,927.28,5.51,5113.88
1519152660,927.23,929.74,927.01,927.4,21.45,19890.26
1519152720,927.43,929.15,926.1,927.23,19.42,18004.77
1519152780,926.82,927.72,926,927.43,5.59,5176.68
1519152840,926.58,927.18,926,926.82,7.41,6867.84
